g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final	g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g001999.m1_yHMPu5000034644_candida_quercitrusa_170307.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g001986.m1_yHMPu5000035314_candida_anglica_160928.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g003361.m1_yHMPu5000038086_Candida_palmyrensis_SPADES.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g005096.m1_yHMPu5000026056_candida_railenensis_201018.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g002892.m1_yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g002310.m1_yHMPu5000034643_Candida_schatavii_SPAdes.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g005046.m1_yHMPu5000038372_candida_oleophila_170713.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g002487.m1_yHMPu5000037243_lodderomyces_sp_210210.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g003526.m1_yHMPu5000041832_candida_sophiae-reginae_170307.final
g003014.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final	g003276.m1_yHMPu5000038115_candida_aurita_170912.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g004291.m1_yHMPu5000034622_pichia_occidentalis_160519.haplomerger2.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g000607.m1_yHMPu5000035298_candida_californica_170307.haplomerger2.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g002031.m1_yHMPu5000037219_Pichia_gijzenarium_SPADES.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g003510.m1_yHMPu5000037203_Pichia_nanzhaoensis_SPADES.final
g002969.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g001041.m1_yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g002408.m1_yHDO588_Zygoascus_bituminiphia_SPADES.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g004098.m1_yHMPu5000040928_candida_suthepensis_201018.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g004129.m1_yHMPu5000037257_zygoascus_biomembranicola_210210.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g003068.m1_yHMPu5000037232_zygoascus_flipseniorum_210210.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g002953.m1_yHMPu5000035243_zygoascus_meyerae_170307.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g005301.m1_yHMPu5000034578_zygoascus_hellenicus_180604.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g004643.m1_yHMPu5000040906_zygoascus_tannicolus_201018.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g005523.m1_yHMPu5000035242_zygoascus_ofunaensis_160928.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g001879.m1_yHMPu5000040922_candida_lundiana_201018.final
g005018.m1_yHMPu5000040907_zygoascus_polysorbophila_201018.final	g004358.m1_yHDO589_candida_patagonica_180604.final
g003572.m1_yHKB357_New_Genus_SPADES.final	g003572.m1_yHKB357_New_Genus_SPADES.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g002075.m1_yHMPu5000035300_pichia_sp_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g003579.m1_yHMPu5000035661_pichia_membranifaciens_160519.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g000625.m1_yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g002538.m1_yHKS168_Pichia_sp_nov_plate33_PLATANUS.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004965.m1_yHMPu5000038118_candida_cabralensis_170912.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g003986.m1_yHMPu5000040913_pichia_manshurica_201018.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g003066.m1_yHMPu5000035298_candida_californica_170307.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g000131.m1_yHMPu5000038053_pichia_sp_180604.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g005127.m1_yHMPu5000038336_pichia_sp_170713.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004810.m1_yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004902.m1_yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004841.m1_yHMPu5000035301_pichia_terricola_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001410.m1_yHMPu5000034640_pichia_deserticola_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g002098.m1_yHMPu5000038403_candida_awuaii_170713.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001339.m1_yHMPu5000038087_candida_phayaonensis_170912.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g000672.m1_yHMPu5000034624_pichia_nakasei_180604.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g003260.m1_yHMPu5000034626_pichia_kluyveri_170307.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001809.m1_yHMPu5000037847_pichia_cephalocereana_201018.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001960.m1_yHMPu5000034641_pichia_eremophila_170307.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001663.m1_yHMPu5000034625_pichia_kudriavzevii_180604.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g000362.m1_yHMPu5000026068_kregervanrija_pseudodelftensis_170713.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004754.m1_yHMPu5000035674_kregervanrija_delftensis_160613.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004948.m1_yHMPu5000035675_kregervanrija_fluxuum_160613.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g000129.m1_yHMPu5000040912_saturnispora_halmiae_201018.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004319.m1_yHMPu5000034628_pichia_fermentans_160519.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004859.m1_yHMPu5000035299_pichia_sp_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004598.m1_yHMPu5000034622_pichia_occidentalis_160519.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001731.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001452.m1_yHMPu5000034620_pichia_sp_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g001426.m1_yHMPu5000035309_pichia_scutulata_180604.haplomerger2.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g005059.m1_yHMPu5000034618_candida_rugopelliculosa_170307.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g005228.m1_yHMPu5000034629_pichia_exigua_180604.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004717.m1_yHMPu5000037203_Pichia_nanzhaoensis_SPADES.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g004478.m1_yHMPu5000037219_Pichia_gijzenarium_SPADES.final
g004419.m1_yHMH446_Pichia_sp_nov_plate33_SPADES.final	g006089.m1_yHMPu5000034631_martiniozyma_abiesophila_170307.haplomerger2.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g002428.m1_yHMPu5000038070_diutina_ranongensis_170912.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g004279.m1_yHMPu5000038071_diutina_scorzettiae_170912.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g003641.m1_yHMPu5000038069_diutina_neorugosa_170912.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g004967.m1_yHMPu5000026054_candida_pseudorugosa_170713.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g000300.m1_yHMPu5000038382_candida_mesorugosa_170713.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g003535.m1_yHMPu5000037887_candida_rugosa_170713.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g000295.m1_yHMPu5000037903_candida_multigemmis_180604.final
g000912.m1_yHMPu5000026055_diutina_siamensis_170912.final	g000266.m1_yHMPu5000038377_candida_kutaonensis_170713.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g004307.m1_yHMPu5000034873_tetrapisipora_arboricola_ABYSS.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g000113.m1_yHMPu5000034876_Tetrapisispora_iriomotensis_SPADES.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g002550.m1_yHMPu5000034877_tetrapisispora_namnaonensis_160519.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g000216.m1_yHMPu5000034875_tetrapisispora_fleetii_160519.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g003502.m1_yHMPu5000034878_tetrapisispora_nanseiensis_160519.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g002668.m1_yHMPu5000035655_tetrapisispora_taiwanensis_160613.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g003023.m1_yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES.final
g002821.m1_yHMPu5000034580_tetrapisispora_phaffii_180604.final	g003236.m1_yHMPu5000035626_zygosaccharomyces_siamensis_190924.final
g004802.m1_yHMPu5000034656_candida_glaebosa_170307.final	g004802.m1_yHMPu5000034656_candida_glaebosa_170307.final
g000602.m1_yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2.final	g000602.m1_yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2.final
g004479.m1_yHMPu5000035720_candida_chilensis_160613.final	g004479.m1_yHMPu5000035720_candida_chilensis_160613.final
g004479.m1_yHMPu5000035720_candida_chilensis_160613.final	g002354.m1_yHMPu5000034999_cephaloascus_fragrans_160519.final
g004479.m1_yHMPu5000035720_candida_chilensis_160613.final	g000411.m1_yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final
g001818.m1_yHMPu5000038100_candida_musiphila_170912.final	g001818.m1_yHMPu5000038100_candida_musiphila_170912.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g005590.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g008384.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g000614.m1_saprochaete_fungicola.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g001276.m1_saprochaete_suaveolens.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g010082.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g000716.m1_sugiyamaella_xylanicola.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g000316.m1_yHMPu5000037838_sugiyamaella_pinicola_190924.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g005929.m1_yHMPu5000037840_sugiyamaella_lignohabitans_180604.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g001486.m1_yHKS617_Sugiyamaella_sp_nov_plate33_SPADES.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g004834.m1_yHMPu5000037839_Sugiyamaella_marionensis_S116_SPADES.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g004116.m1_yHMPu5000041770_sugiyamaella_novakii_190924.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g005087.m1_yHMPu5000034577_sugiyamaella_grinbergsii_180604.final
g003491.m1_yHMPu5000041818_magnusiomyces_tetrasperma_170307.final	g000416.m1_yHMPu5000041775_sugiyamaella_americana_190924.final
g002442.m1_yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final	g002442.m1_yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final
g002395.m1_yHMPu5000037207_Wickerhamomyces_kurtzmanii_SPADES.final	g002395.m1_yHMPu5000037207_Wickerhamomyces_kurtzmanii_SPADES.final
g004340.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final	g004340.m1_yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g004132.m1_yHMPu5000038053_pichia_sp_180604.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g002677.m1_yHMPu5000038053_pichia_sp_180604.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g003681.m1_yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g003571.m1_yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g006142.m1_yHMPu5000034640_pichia_deserticola_170307.final
g004132.m1_yHMPu5000038053_pichia_sp_180604.final	g002548.m1_yHMPu5000034622_pichia_occidentalis_160519.haplomerger2.final
g008068.m1_yHMPu5000038338_geotrichum_restrictum_190924.final	g008068.m1_yHMPu5000038338_geotrichum_restrictum_190924.final
g004921.m1_yHMPu5000034585_candida_floris_190924.final	g004921.m1_yHMPu5000034585_candida_floris_190924.final
g007491.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final	g007491.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final
g002357.m1_yHMPu5000034932_kuraishia_ogatae_160519.final	g002357.m1_yHMPu5000034932_kuraishia_ogatae_160519.final
g002357.m1_yHMPu5000034932_kuraishia_ogatae_160519.final	g004405.m1_yHMPu5000034931_kuraishia_piskuri_170307.final
g002357.m1_yHMPu5000034932_kuraishia_ogatae_160519.final	g004129.m1_yHMPu5000034934_kuraishia_hungarica_201018.final
g001322.m1_yHMPu5000037199_metschnikowia_leonuri_210210._SPADES.haplomerger2.final	g001322.m1_yHMPu5000037199_metschnikowia_leonuri_210210._SPADES.haplomerger2.final
g001625.m1_yHMPu5000037866_metschnikowia_lachancei_180604.final	g001625.m1_yHMPu5000037866_metschnikowia_lachancei_180604.final
g001625.m1_yHMPu5000037866_metschnikowia_lachancei_180604.final	g004263.m1_yHMPu5000037199_metschnikowia_leonuri_210210._SPADES.haplomerger2.final
g005816.m1_alloascoidea_hylecoeti.final	g005816.m1_alloascoidea_hylecoeti.final
g005816.m1_alloascoidea_hylecoeti.final	g007491.m1_yHMPu5000026117_alloascoidea_hylecoeti_180604.final
g010238.m1_yHMPu5000038388_candida_inconspicua_170713.final	g010238.m1_yHMPu5000038388_candida_inconspicua_170713.final
g005468.m1_yHMPu5000034929_candida_nanaspora_170307.final	g005468.m1_yHMPu5000034929_candida_nanaspora_170307.final
g004256.m1_yHMPu5000034975_dekkera_bruxellensis_160519.haplomerger2.final	g004256.m1_yHMPu5000034975_dekkera_bruxellensis_160519.haplomerger2.final
g001862.m1_yHMPu5000035275_candida_vanderwaltii_170307.final	g001862.m1_yHMPu5000035275_candida_vanderwaltii_170307.final
g006708.m1_yHMPu5000037199_metschnikowia_leonuri_210210._SPADES.haplomerger2.final	g006708.m1_yHMPu5000037199_metschnikowia_leonuri_210210._SPADES.haplomerger2.final
g003961.m1_yHMPu5000038361_candida_versatilis_170713.final	g003961.m1_yHMPu5000038361_candida_versatilis_170713.final
g010173.m1_yHMPu5000041803_Metschnikowia_zizyphicola_SPADES.haplomerger2.final	g010173.m1_yHMPu5000041803_Metschnikowia_zizyphicola_SPADES.haplomerger2.final
g006184.m1_yHMPu5000041823_dipodascus_armillariae_190924.haplomerger2.final	g006184.m1_yHMPu5000041823_dipodascus_armillariae_190924.haplomerger2.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g000993.m1_yHMPu5000034582_candida_cellae_180604.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g003508.m1_yHMPu5000035291_candida_riodocensis_170307.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g002429.m1_yHMPu5000034585_candida_floris_190924.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g000412.m1_yHMPu5000038363_candida_ratchasimensis_170713.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g002973.m1_yHMPu5000034587_candida_gropengiesseri_180604.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g003583.m1_yHMPu5000037206_wickerhamiella_kurtzmanii_210210.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g000449.m1_yHMPu5000037242_Starmerella_asiatica_SPADES.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g001888.m1_yHMPu5000040924_candida_powellii_201018.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g000303.m1_yHMPu5000034584_candida_floricola_180604.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g000628.m1_yHMPu5000037241_starmerella_scarabaei_210210.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g001458.m1_yHMPu5000035657_starmerella_bombicola_160613.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g002462.m1_yHMPu5000040927_candida_stigmatis_201018.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g002238.m1_yHMPu5000038094_candida_sirachaensis_170912.final
g000993.m1_yHMPu5000034582_candida_cellae_180604.final	g003045.m1_yHMPu5000036545_candida_zemplinina_180604.final
g000903.m1_yHMPu5000034599_candida_berthetii_190924.haplomerger2.final	g000903.m1_yHMPu5000034599_candida_berthetii_190924.haplomerger2.final
g002223.m1_yHMPu5000034751_dipodascopsis_tothii_210210.final	g002223.m1_yHMPu5000034751_dipodascopsis_tothii_210210.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g003900.m1_yHMPu5000037861_Ogataea_allantospora_SPADES.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000721.m1_yHMPu5000034899_ogataea_kodamae_160519.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000052.m1_yHMPu5000036579_candida_xyloterini_170912.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g005015.m1_yHMPu5000038333_ogataea_chonburiensis_170713.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g002860.m1_yHMPu5000026177_ogataea_parapolymorpha_160519.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g002239.m1_yHMPu5000035310_ogataea_siamensis_201018.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g001016.m1_yHMPu5000037226_ogataea_haglerorum_210305.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000053.m1_hansenula_polymorpha.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000950.m1_yHMPu5000034893_ogataea_philodendra_160519.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g001885.m1_yHMPu5000034895_ogataea_angusta_160519.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g005331.m1_ogataea_parapolymorpha.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g004146.m1_yHMPu5000034904_Ogataea_nonfermentans_SPADES.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000061.m1_yHMPu5000034902_ogataea_minuta_160519.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g004717.m1_yHMPu5000037859_ogataea_nakhonphanomensis_170210.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g001867.m1_yHMPu5000041800_ogataea_thermomethanolica_180604.final
g000076.m1_yHMPu5000034920_nakazawaea_laoshanensis_170713.final	g000059.m1_yHMPu5000034896_ogataea_dorogensis_160519.final
g004995.m1_yHMPu5000034936_kuraishia_cidri_180604.final	g004995.m1_yHMPu5000034936_kuraishia_cidri_180604.final
g001863.m1_yHMPu5000035049_Barnettozyma_wickerhamii_SPAdes.haplomerger2.final	g001863.m1_yHMPu5000035049_Barnettozyma_wickerhamii_SPAdes.haplomerger2.final
g003112.m1_yHMPu5000037206_wickerhamiella_kurtzmanii_210210.final	g003112.m1_yHMPu5000037206_wickerhamiella_kurtzmanii_210210.final
g003079.m1_yHMPu5000037237_sugiyamaella_mastotermitis_210305.final	g003079.m1_yHMPu5000037237_sugiyamaella_mastotermitis_210305.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g002095.m1_yHMPu5000035703_cyberlindnera_americana_160613.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g001751.m1_yHMPu5000037904_candida_nakhonratchasimensis_170912.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g003843.m1_yHMPu5000035325_cyberlindnera_petersonii_180604.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g002348.m1_yHMPu5000035689_candida_mycetangii_160613.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g004626.m1_yHMPu5000037872_cyberlindnera_euphorbiiphila_180604.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g005885.m1_yHMPu5000034971_candida_sp_160519.final
g002604.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final	g005117.m1_yHMPu5000034968_candida_maritima_160519.final
g004937.m1_yHMPu5000040918_candida_insectamans_201018.final	g004937.m1_yHMPu5000040918_candida_insectamans_201018.final
g007277.m1_yHDO599_dipodascus_anamola_180604.final	g007277.m1_yHDO599_dipodascus_anamola_180604.final
g007277.m1_yHDO599_dipodascus_anamola_180604.final	g004180.m1_yHMPu5000034748_lipomyces_oligophaga_160519.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g000144.m1_yHMPu5000037871_Candida_trypodendroni_SPADES.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g000063.m1_yHMPu5000038036_yamadazyma_dushanensis_170912.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g000472.m1_yHMPu5000038314_yamadazyma_mexicana_170713.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g004478.m1_yHMPu5000035251_candida_aaseri_170307.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002390.m1_yHKS699_Yamadazyma_sp_nov_plate33_SPADES.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002085.m1_yHMPu5000038029_Yamadazyma_siamensis_SPADES.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g006531.m1_yHMPu5000037895_candida_jaroonii_180604.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g001258.m1_yHMPu5000026071_candida_songkhlaensis_170912.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002004.m1_yHKB15_Yamadazyma_sp_nov_plate33_SPADES.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g001943.m1_yHMPu5000038393_candida_diospyri_180604.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g004360.m1_yHMPu5000038030_yamadazyma_phyllophila_170912.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g003359.m1_yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g000635.m1_yHMPu5000040908_yamadazyma_paraphyllophila_201018.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002375.m1_yHMPu5000041836_candida_tenuis_160928.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g005870.m1_yHMPu5000038026_yamadazyma_ubonensis_170912.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g003917.m1_yHMPu5000038031_Yamadazyma_olivae_SPADES.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g004218.m1_yHMPu5000038080_candida_tallmaniae_201018.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002295.m1_yHMPu5000040921_candida_lessepsii_201018.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g004686.m1_yHMPu5000037902_candida_michaelii_180604.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g004332.m1_yHMPu5000035248_candida_cerambycidarum_160928.final
g000150.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final	g002459.m1_yHMPu5000041858_candida_endomychidarum_170713.final
